,time,magnitude
265,1506.0,50
266,1510.0,1937
267,1529.0,86
268,1539.0,704
269,1544.0,304
270,1548.0,3560
271,1560.0,2146
272,1563.0,334
273,1597.0,2601
274,1597.0,1323
275,1603.0,199
276,1606.0,53
277,1607.0,538
278,1624.0,12
279,1626.0,475
280,1626.0,595
281,1632.0,15
282,1640.0,18
283,1648.0,378
284,1661.0,8395
285,1664.0,208
286,1665.0,489
287,1674.0,3835
288,1681.0,569
289,1682.0,907
290,1699.0,733
291,1700.0,176
292,1703.0,3263
293,1715.0,1123
294,1721.0,594
295,1727.0,26
296,1746.0,95
297,1756.0,1876
298,1766.0,263
299,1784.0,93353
300,1791.0,127
301,1795.0,164
302,1797.0,31
303,1815.0,258
304,1840.0,696
305,1863.0,45
306,1864.0,209
307,1878.0,3583
308,1887.0,734
309,1906.0,168
310,1912.0,1570
311,1917.0,386
312,1920.0,306
313,1927.0,18
314,1941.0,2814
315,1957.0,1003
316,1962.0,616
317,1979.0,1755
318,1993.0,155
319,1995.0,4085
320,1997.0,146
321,2044.0,125325
322,2052.0,149
323,2070.0,837
324,2075.0,2707
325,2079.0,13622
326,2081.0,1619
327,2083.0,62
328,2087.0,5099
329,2088.0,69
330,2091.0,5430
331,2094.0,194
332,2098.0,4022
333,2110.0,257
334,2117.0,76
335,2123.0,1688
336,2146.0,7
337,2148.0,315
338,2152.0,3537
339,2152.0,1203
340,2153.0,125478
341,2168.0,192
342,2184.0,265
343,2186.0,16821
344,2188.0,67
345,2188.0,96
346,2191.0,180
347,2193.0,65
348,2198.0,3780
349,2199.0,69
350,2200.0,99
351,2200.0,89
352,2201.0,1036
353,2205.0,424
354,2207.0,741
355,2211.0,13622
356,2218.0,88
357,2237.0,1611
358,2239.0,20
359,2244.0,2742
360,2245.0,3209
361,2249.0,758
362,2254.0,85816
363,2267.0,52
364,2284.0,200
365,2290.0,390
366,2298.0,1074
367,2299.0,1858
368,2300.0,105
369,2300.0,1216
370,2316.0,6990
371,2351.0,4321
372,2370.0,2353
373,2371.0,40
374,2386.0,289
375,2392.0,84
376,2400.0,625
377,2405.0,126
378,2411.0,465
379,2413.0,3
380,2429.0,14489
381,2434.0,144
382,2443.0,3080
383,2450.0,1800
384,2454.0,2
385,2459.0,3983
386,2484.0,2304
387,2484.0,1910
388,2491.0,438
389,2493.0,264
390,2496.0,567
391,2514.0,2021
392,2515.0,11928
393,2524.0,552
394,2529.0,146
395,2530.0,1883
396,2569.0,3140
397,2580.0,1274
398,2583.0,2755
399,2589.0,331
400,2604.0,136
401,2606.0,2493
402,2614.0,86
403,2640.0,533
404,2643.0,175
405,2645.0,582
406,2665.0,1593
407,2691.0,157
408,2694.0,249
409,2705.0,446
410,2722.0,1564
411,2736.0,149
412,2740.0,1968
413,2750.0,528
414,2770.0,747
415,2772.0,4132
416,2778.0,1410
417,2783.0,646
418,2791.0,1844
419,2808.0,3539
420,2811.0,1230
421,2814.0,1299
422,2830.0,14
423,2851.0,538
424,2858.0,747
425,2864.0,6
426,2894.0,757
427,2894.0,2321
428,2900.0,732
429,2903.0,413
430,2904.0,265
431,2909.0,773
432,2950.0,161
433,2956.0,635
434,2956.0,10101
435,2965.0,1980
436,2988.0,177
437,3010.0,291
438,3012.0,6677
439,3021.0,240
440,3029.0,815
441,3067.0,1299
442,3072.0,63
443,3079.0,147
444,3082.0,4409
445,3086.0,609
446,3099.0,184
447,3130.0,289
448,3150.0,4906
449,3154.0,280
450,3171.0,121
451,3172.0,16
452,3173.0,212
453,3201.0,1820
454,3208.0,5412
455,3213.0,306
456,3229.0,2440
457,3233.0,3919
458,3266.0,416
459,3283.0,320
460,3287.0,994
461,3287.0,10712
462,3289.0,3689
463,3301.0,3851
464,3314.0,567
465,3314.0,936
466,3339.0,2378
467,3346.0,1000
468,3347.0,55
469,3372.0,821
470,3373.0,723
471,3424.0,3643
472,3425.0,90
473,3430.0,106
474,3451.0,1009
475,3464.0,599
476,3477.0,477
477,3483.0,328
478,3489.0,463
479,3516.0,1179
480,3521.0,118
481,3524.0,1860
482,3532.0,33
483,3538.0,56
484,3555.0,939
485,3566.0,8174
486,3567.0,566
487,3574.0,74
488,3581.0,272
489,3591.0,1973
490,3594.0,34
491,3600.0,3060
492,3609.0,160
493,3619.0,249
494,3621.0,451
495,3637.0,59681
496,3675.0,294
497,3678.0,1103
498,3684.0,1709
499,3688.0,96
500,3699.0,242550
501,3702.0,9131
502,3703.0,19781
503,3718.0,1425
504,3723.0,128
505,3724.0,1898
506,3736.0,3014
507,3739.0,349
508,3740.0,727
509,3740.0,229
510,3742.0,37
511,3742.0,164
512,3743.0,1178
513,3743.0,868
514,3758.0,50
515,3759.0,1534
516,3760.0,81
517,3764.0,975
518,3765.0,3650
519,3772.0,348
520,3773.0,17
521,3777.0,3344
522,3777.0,499
523,3787.0,39
524,3792.0,33
525,3792.0,666
526,3798.0,1867
527,3799.0,191
528,3811.0,1450
529,3817.0,1574
530,3817.0,86
531,3821.0,872
532,3822.0,42
533,3828.0,2152
534,3831.0,611
535,3831.0,487
536,3836.0,395
537,3837.0,4418
538,3848.0,255
539,3849.0,55
540,3849.0,70
541,3854.0,44
542,3856.0,4512
543,3859.0,1268
544,3859.0,896
545,3863.0,226
546,3863.0,2956
547,3875.0,12
548,3875.0,124
549,3876.0,5249
550,3880.0,72
551,3881.0,1438
552,3899.0,170
553,3899.0,226
554,3901.0,587
555,3901.0,710
556,3902.0,110
557,3906.0,781
558,3912.0,3164
559,3912.0,4199
560,3925.0,110
561,3929.0,8
562,3930.0,141
563,3933.0,131
564,3937.0,224
565,3947.0,2225
566,3948.0,115
567,3957.0,339
568,3968.0,4693
569,3984.0,64
570,3996.0,4
571,4013.0,32
572,4016.0,225
573,4021.0,2575
574,4024.0,113
575,4051.0,543
576,4053.0,250
577,4070.0,4573
578,4084.0,331
579,4098.0,259
580,4104.0,2758
581,4106.0,1159
582,4108.0,2630
583,4118.0,1417
584,4120.0,3801
585,4125.0,4357
586,4128.0,62
587,4129.0,231
588,4139.0,2489
589,4141.0,868
590,4141.0,89
591,4144.0,339
592,4149.0,2808
593,4172.0,1035
594,4182.0,41
595,4189.0,2932
596,4200.0,3135
597,4205.0,58
598,4205.0,115
599,4210.0,16
600,4210.0,34224
601,4230.0,161
602,4240.0,2971
603,4240.0,1472
604,4248.0,14407
605,4253.0,77
606,4257.0,28
607,4259.0,208
608,4262.0,4915
609,4267.0,232
610,4269.0,171
611,4273.0,7091
612,4274.0,61
613,4278.0,291
614,4289.0,2858
615,4293.0,29
616,4297.0,1249
617,4299.0,350
618,4308.0,154
619,4327.0,5784
620,4358.0,198
621,4365.0,2945
622,4379.0,243
623,4381.0,618
624,4384.0,1166
625,4387.0,3136
626,4390.0,2912
627,4396.0,497
628,4408.0,64
629,4411.0,44
630,4423.0,68
631,4426.0,109
632,4428.0,1051
633,4456.0,4088
634,4485.0,329
635,4494.0,2503
636,4498.0,150
637,4499.0,550
638,4508.0,100
639,4527.0,2222
640,4530.0,1613
641,4531.0,992
642,4541.0,11
643,4541.0,1753
644,4546.0,82
645,4547.0,267
646,4562.0,226
647,4581.0,466
648,4581.0,260
649,4590.0,924
650,4608.0,12976
651,4641.0,341
652,4652.0,361
653,4660.0,65
654,4673.0,161
655,4693.0,861
656,4693.0,16
657,4697.0,527
658,4729.0,141
659,4733.0,420
660,4735.0,635
661,4751.0,16568
662,4757.0,254
663,4765.0,443
664,4768.0,349
665,4780.0,75
666,4786.0,258
667,4788.0,84
668,4800.0,303
669,4808.0,411
670,4810.0,633
671,4815.0,11
672,4818.0,82
673,4836.0,111
674,4837.0,521
675,4856.0,177
676,4869.0,1922
677,4870.0,332
678,4891.0,248
679,4895.0,83
680,4896.0,6
681,4896.0,208
682,4897.0,1497
683,4898.0,172
684,4911.0,1365
685,4912.0,734
686,4913.0,17
687,4946.0,1884
688,4949.0,378
689,4952.0,7122
690,4956.0,504
691,4960.0,17
692,4962.0,1871
693,4972.0,594
694,4979.0,17
695,4983.0,18775
696,4984.0,63
697,4986.0,4240
698,4986.0,3821
699,5004.0,136
700,5011.0,2971
701,5011.0,2210
702,5022.0,626
703,5034.0,3794
704,5043.0,5472
705,5043.0,42
706,5045.0,2592
707,5051.0,13
708,5051.0,46868
709,5059.0,217
710,5063.0,60
711,5067.0,4343
712,5069.0,84
713,5081.0,683
714,5092.0,4255
715,5101.0,1265
716,5106.0,222
717,5120.0,308
718,5141.0,1681
719,5147.0,443
720,5159.0,3072
721,5168.0,133
722,5208.0,11222
723,5215.0,590
724,5221.0,289
725,5227.0,213
726,5228.0,393
727,5239.0,344
728,5240.0,189
729,5251.0,923
730,5259.0,1243
731,5265.0,237
732,5267.0,641
733,5270.0,2854
734,5283.0,2010
735,5289.0,429
736,5312.0,1561
737,5318.0,48
738,5338.0,1141
739,5345.0,306
740,5346.0,56
741,5349.0,3649
742,5350.0,672
743,5353.0,250
744,5353.0,720
745,5362.0,26487
746,5368.0,87
747,5372.0,264
748,5373.0,4845
749,5381.0,113
750,5381.0,1779
751,5390.0,1936
752,5393.0,56
753,5404.0,40
754,5419.0,344
755,5423.0,397
756,5423.0,5600
757,5434.0,12
758,5445.0,3339
759,5449.0,1739
760,5470.0,583
761,5491.0,224
762,5494.0,451
763,5495.0,105
764,5512.0,336
765,5513.0,24
766,5517.0,17
767,5531.0,2014
768,5547.0,26
769,5548.0,586
770,5550.0,224
771,5558.0,1716
772,5558.0,2625
773,5572.0,19
774,5578.0,128
775,5582.0,231
776,5588.0,19
777,5589.0,337
778,5589.0,417
779,5593.0,79
780,5604.0,548
781,5608.0,154
782,5618.0,42
783,5620.0,356
784,5629.0,2643
785,5631.0,3871
786,5647.0,1062
787,5658.0,578
788,5659.0,29
789,5667.0,363
790,5674.0,588
791,5695.0,644
792,5702.0,6
793,5710.0,88
794,5712.0,986
795,5713.0,1209
796,5716.0,186
797,5723.0,70
798,5724.0,2582
799,5726.0,406
800,5728.0,381
801,5728.0,337
802,5728.0,783
803,5746.0,566
804,5748.0,10
805,5751.0,64
806,5756.0,508
807,5790.0,241
808,5791.0,1959
809,5799.0,757
810,5803.0,1258
811,5821.0,8
812,5823.0,208
813,5836.0,66
814,5836.0,4513
815,5837.0,678
816,5848.0,5791
817,5857.0,243
818,5869.0,1081
819,5876.0,177
820,5880.0,1104
821,5880.0,333
822,5888.0,18509
823,5893.0,24
824,5893.0,462
825,5897.0,1358
826,5916.0,277
827,5921.0,367
828,5923.0,151
829,5960.0,18
830,5963.0,293
831,5966.0,1188
832,6001.0,515
833,6017.0,489
834,6025.0,64
835,6032.0,3953
836,6034.0,4105
837,6039.0,925
838,6042.0,158
839,6049.0,2641
840,6060.0,1754
841,6067.0,670
842,6073.0,327
843,6073.0,408
844,6083.0,1447
845,6104.0,8626
846,6120.0,4346
847,6143.0,702
848,6150.0,1404
849,6151.0,5988
850,6161.0,1902
851,6161.0,286
852,6163.0,387
853,6173.0,459
854,6187.0,160
855,6188.0,236
856,6195.0,81
857,6199.0,6737
858,6202.0,613
859,6205.0,56
860,6212.0,1641
861,6248.0,1478
862,6249.0,143
863,6258.0,139
864,6258.0,1028
865,6259.0,4295
866,6263.0,241
867,6274.0,50
868,6283.0,1362
869,6317.0,45
870,6317.0,187
871,6323.0,13151
872,6338.0,80012
873,6355.0,369
874,6361.0,182024
875,6384.0,621
876,6387.0,792
877,6388.0,66
878,6391.0,2329
879,6397.0,626
880,6405.0,1028
881,6406.0,1721
882,6409.0,52
883,6434.0,1163
884,6437.0,4443
885,6446.0,573
886,6446.0,555
887,6460.0,1430
888,6463.0,3254
889,6476.0,68
890,6484.0,10403
891,6488.0,419
892,6520.0,3716
893,6522.0,409
894,6528.0,735
895,6539.0,409
896,6551.0,4171
897,6559.0,635
898,6568.0,771
899,6577.0,63
900,6578.0,141
901,6608.0,1235
902,6610.0,1272
903,6616.0,373
904,6619.0,579
905,6619.0,302
906,6638.0,1141
907,6640.0,1437
908,6641.0,441
909,6643.0,11
910,6667.0,378
911,6674.0,53
912,6693.0,276
913,6699.0,1510
914,6703.0,43
915,6716.0,678
916,6720.0,359
917,6726.0,362
918,6741.0,352
919,6748.0,732
920,6752.0,5670
921,6755.0,16
922,6755.0,274
923,6775.0,58
924,6795.0,191
925,6796.0,419
926,6798.0,2275
927,6829.0,2215
928,6833.0,1660
929,6847.0,6650
930,6848.0,259
931,6858.0,1610
932,6858.0,238
933,6869.0,549
934,6869.0,179
935,6869.0,86
936,6871.0,5488
937,6876.0,179
938,6881.0,653
939,6884.0,829
940,6900.0,2200
941,6922.0,447
942,6929.0,126
943,6940.0,108
944,6941.0,372
945,6945.0,4968
946,6947.0,131
947,6967.0,289
948,6973.0,236
949,6979.0,986
950,6988.0,166
951,6996.0,605
952,7024.0,106
953,7026.0,537
954,7037.0,3217
955,7042.0,290
956,7075.0,4336
957,7077.0,1726
958,7079.0,1505
959,7089.0,14723
960,7104.0,250
961,7105.0,3549
962,7111.0,34
963,7128.0,1315
964,7133.0,2791
965,7142.0,1117
966,7148.0,237
967,7157.0,47
968,7165.0,31
969,7170.0,1058
970,7172.0,3471
971,7201.0,691
972,7206.0,114
973,7209.0,47
974,7214.0,75
975,7229.0,22694
976,7236.0,92
977,7248.0,1171
978,7264.0,75
979,7268.0,29
980,7285.0,274
981,7285.0,670
982,7292.0,620
983,7316.0,188
984,7323.0,244
985,7360.0,2001
986,7383.0,1642
987,7391.0,4701
988,7392.0,1356
989,7423.0,473
990,7424.0,8737
991,7424.0,627
992,7426.0,756
993,7442.0,702
994,7442.0,834
995,7446.0,162
996,7449.0,562
997,7466.0,527
998,7468.0,4804
999,7473.0,838
1000,7496.0,52
1001,7508.0,9052
1002,7516.0,307
1003,7517.0,69
1004,7519.0,1963
1005,7528.0,986
1006,7531.0,1703
1007,7533.0,446
1008,7544.0,2624
1009,7597.0,2252
1010,7606.0,370
1011,7611.0,211
1012,7629.0,104
1013,7645.0,279
1014,7656.0,158
1015,7659.0,228
1016,7660.0,793
1017,7661.0,566
1018,7668.0,63
1019,7687.0,173
1020,7690.0,301
1021,7691.0,48
1022,7696.0,4947
1023,7707.0,18
1024,7725.0,2194
1025,7747.0,5371
1026,7760.0,4
1027,7787.0,6584
1028,7794.0,880
1029,7797.0,220
1030,7798.0,884
1031,7799.0,2067
1032,7821.0,2589
1033,7835.0,732
1034,7837.0,821
1035,7842.0,10972
1036,7843.0,141
1037,7843.0,443
1038,7849.0,677
1039,7852.0,4795
1040,7855.0,7582
1041,7860.0,196
1042,7877.0,3163
1043,7882.0,1322
1044,7882.0,2420
1045,7916.0,185
1046,7920.0,2973
1047,7938.0,4037
1048,7951.0,724
1049,7962.0,351
1050,8001.0,312
1051,8015.0,34
1052,8031.0,435
1053,8043.0,55
1054,8047.0,962
1055,8052.0,62
1056,8054.0,417
1057,8065.0,954
1058,8081.0,27
1059,8089.0,190
1060,8106.0,47
1061,8138.0,2526
1062,8139.0,27
1063,8140.0,331
1064,8161.0,338
1065,8170.0,3123
1066,8171.0,440
1067,8171.0,597
1068,8182.0,1519
1069,8185.0,1079
1070,8192.0,1313
1071,8200.0,163
1072,8242.0,1372
1073,8263.0,669
1074,8270.0,1012
1075,8276.0,169
1076,8293.0,13
1077,8309.0,245
1078,8318.0,94
1079,8320.0,39
1080,8330.0,887
1081,8332.0,94
1082,8348.0,1391
1083,8358.0,56
1084,8371.0,175
1085,8397.0,2837
1086,8417.0,381
1087,8429.0,43
1088,8429.0,107
1089,8444.0,716
1090,8471.0,2078
1091,8487.0,1218
1092,8500.0,889
1093,8507.0,4970
1094,8510.0,137
1095,8514.0,1357
1096,8515.0,52
1097,8568.0,4503
1098,8569.0,694
1099,8572.0,185
1100,8580.0,407
1101,8583.0,49
1102,8585.0,140060
1103,8592.0,2165
1104,8594.0,1545
1105,8597.0,378
1106,8602.0,219
1107,8623.0,559
1108,8626.0,282
1109,8652.0,174
1110,8654.0,1427
1111,8676.0,1095
1112,8679.0,1688
1113,8695.0,405
1114,8725.0,4879
1115,8748.0,234
1116,8749.0,742
1117,8751.0,383
1118,8769.0,35
1119,8773.0,63
1120,8790.0,220
1121,8791.0,111
1122,8798.0,153
1123,8799.0,37
1124,8805.0,220
1125,8818.0,339
1126,8818.0,7
1127,8833.0,2508
1128,8838.0,1446
1129,8839.0,2294
1130,8846.0,219
1131,8851.0,6744
1132,8855.0,1431
1133,8866.0,676
1134,8878.0,353
1135,8886.0,435
1136,8905.0,2357
1137,8911.0,995
1138,8915.0,661
1139,8915.0,527
1140,8952.0,2330
1141,8961.0,1094
1142,8965.0,156
1143,8986.0,286
1144,8996.0,10
1145,8997.0,12400
1146,9013.0,96
1147,9029.0,151
1148,9030.0,94
1149,9030.0,142
1150,9031.0,1727
1151,9043.0,160
1152,9058.0,11
1153,9059.0,392
1154,9066.0,1015
1155,9079.0,217
1156,9082.0,301
1157,9088.0,451
1158,9096.0,242
1159,9098.0,663
1160,9116.0,332
1161,9127.0,415
1162,9136.0,3055
1163,9150.0,802
1164,9155.0,304
1165,9158.0,101
1166,9159.0,1036
1167,9164.0,61
1168,9183.0,2520
1169,9196.0,125
1170,9198.0,169674
1171,9200.0,153
1172,9206.0,348
1173,9211.0,576
1174,9229.0,15
1175,9232.0,362
1176,9237.0,967
1177,9242.0,194
1178,9251.0,232
1179,9262.0,469
1180,9263.0,1514
1181,9266.0,439
1182,9273.0,768
1183,9274.0,51
1184,9275.0,118
1185,9297.0,414
1186,9301.0,90
1187,9308.0,1235
1188,9312.0,377
1189,9314.0,21
1190,9315.0,2574
1191,9324.0,1092
1192,9330.0,654
1193,9337.0,113
1194,9337.0,504
1195,9340.0,479
1196,9356.0,868
1197,9357.0,221
1198,9370.0,8694
1199,9390.0,16892
1200,9396.0,1
1201,9412.0,426
1202,9419.0,1380
1203,9433.0,1081
1204,9435.0,6536
1205,9435.0,1038
1206,9437.0,58
1207,9445.0,6
1208,9449.0,1151
1209,9459.0,71
1210,9462.0,321
1211,9467.0,111
1212,9471.0,567
1213,9477.0,752
1214,9477.0,776
1215,9477.0,752
1216,9478.0,192
1217,9504.0,233
1218,9512.0,279
1219,9516.0,265
1220,9518.0,586
1221,9522.0,394
1222,9522.0,1
1223,9525.0,1905
1224,9531.0,169
1225,9534.0,559
1226,9542.0,520
1227,9544.0,1663
1228,9551.0,7872
1229,9556.0,181
1230,9560.0,1364
1231,9580.0,64
1232,9599.0,227
1233,9600.0,3204
1234,9602.0,2045
1235,9607.0,608
1236,9613.0,1458
1237,9617.0,676
1238,9636.0,149
1239,9658.0,63
1240,9680.0,1054
1241,9688.0,104
1242,9694.0,781
1243,9707.0,282
1244,9721.0,349
1245,9739.0,404
1246,9743.0,2931
1247,9743.0,1953
1248,9744.0,7651
1249,9747.0,336
1250,9747.0,305
1251,9766.0,701
1252,9769.0,108
1253,9773.0,143
1254,9773.0,174
1255,9775.0,1266
1256,9826.0,2885
1257,9832.0,2825
1258,9840.0,1015
1259,9843.0,183
1260,9855.0,404
1261,9866.0,89
1262,9874.0,32
1263,9875.0,1248
1264,9877.0,314
1265,9877.0,24
1266,9897.0,126
1267,9911.0,94
1268,9916.0,42
1269,9916.0,247
1270,9917.0,88
1271,9934.0,363
1272,9947.0,777
1273,9953.0,108
1274,9960.0,158
1275,9961.0,354
1276,9962.0,1876
1277,9972.0,65
1278,9973.0,342
1279,9978.0,2889
1280,9993.0,117
1281,10031.0,621
1282,10031.0,4221
1283,10034.0,378
1284,10034.0,24
1285,10040.0,1181
1286,10049.0,1020
1287,10049.0,142
1288,10056.0,1157
1289,10089.0,400
1290,10095.0,351
1291,10119.0,60
1292,10152.0,1142
1293,10160.0,282
1294,10186.0,2
1295,10193.0,128
1296,10224.0,139
1297,10232.0,10689
1298,10235.0,1590
1299,10250.0,2177
1300,10255.0,499
1301,10299.0,50
1302,10323.0,228
1303,10331.0,1412
1304,10335.0,1608
1305,10335.0,108
1306,10336.0,1483
1307,10344.0,199
1308,10344.0,1434
1309,10360.0,11966
1310,10373.0,3151
1311,10374.0,1275
1312,10377.0,575
1313,10383.0,316
1314,10405.0,21
1315,10405.0,102
1316,10409.0,245
1317,10413.0,13
1318,10427.0,883
1319,10435.0,818
1320,10439.0,6696
1321,10450.0,28
1322,10492.0,3300
1323,10500.0,511
1324,10507.0,65
1325,10519.0,981
1326,10525.0,2879
1327,10534.0,210
1328,10537.0,1045
1329,10541.0,786
1330,10554.0,70
1331,10555.0,253
1332,10565.0,539
1333,10566.0,223
1334,10573.0,451
1335,10588.0,6
1336,10588.0,42
1337,10597.0,455
1338,10599.0,92
1339,10602.0,250
1340,10604.0,5242
1341,10612.0,1130
1342,10620.0,782
1343,10647.0,3791
1344,10647.0,1162
1345,10649.0,101
1346,10662.0,771
1347,10669.0,17
1348,10672.0,164
1349,10675.0,34
1350,10678.0,1300
1351,10688.0,1448
1352,10714.0,4799
1353,10715.0,1261
1354,10718.0,143
1355,10725.0,19
1356,10727.0,160
1357,10747.0,2920
1358,10761.0,3217
1359,10777.0,386
1360,10782.0,926
1361,10787.0,2164
1362,10794.0,3201
1363,10819.0,128
1364,10842.0,4326
1365,10844.0,168
1366,10849.0,4219
1367,10850.0,1182
1368,10870.0,196
1369,10871.0,10789
1370,10878.0,1283
1371,10920.0,43
1372,10941.0,155
1373,10947.0,1746
1374,10965.0,822
1375,10997.0,374
1376,11015.0,1048
1377,11016.0,21
1378,11020.0,482
1379,11026.0,8186
1380,11032.0,28
1381,11053.0,119
1382,11056.0,2343
1383,11082.0,37
1384,11090.0,2993
1385,11091.0,3682
1386,11117.0,1229
1387,11121.0,168
1388,11133.0,1412
1389,11133.0,667
1390,11138.0,4015
1391,11139.0,583
1392,11158.0,495
1393,11188.0,587
1394,11189.0,1234
1395,11219.0,485
1396,11226.0,137
1397,11232.0,316
1398,11247.0,95
1399,11254.0,266
1400,11273.0,129
1401,11296.0,4054
1402,11302.0,7
1403,11344.0,2704
1404,11373.0,227
1405,11385.0,3306
1406,11386.0,2312
1407,11407.0,38
1408,11418.0,29195
1409,11430.0,304
1410,11433.0,2216
1411,11448.0,232
1412,11483.0,1539
1413,11483.0,2540
1414,11524.0,206
1415,11539.0,1925
1416,11545.0,42
1417,11551.0,1662
1418,11557.0,151
1419,11575.0,443
1420,11582.0,60
1421,11617.0,41
1422,11624.0,1514
1423,11630.0,174
1424,11632.0,48
1425,11637.0,125
1426,11676.0,21
1427,11683.0,212
1428,11693.0,153
1429,11698.0,1276
1430,11702.0,105
1431,11710.0,8770
1432,11719.0,3320
1433,11745.0,6263
1434,11784.0,61
1435,11788.0,626
1436,11826.0,228
1437,11834.0,1084
1438,11851.0,93
1439,11861.0,1350
1440,11866.0,3293
1441,11896.0,105
1442,11927.0,153
1443,11961.0,11912
1444,12003.0,103
1445,12011.0,473
1446,12048.0,89
1447,12056.0,527
1448,12070.0,1401
1449,12073.0,1059
1450,12104.0,121
1451,12120.0,42
1452,12130.0,72
1453,12153.0,21
1454,12154.0,487
1455,12156.0,407
1456,12162.0,395
1457,12186.0,161
1458,12219.0,183
1459,12224.0,1362
1460,12242.0,11602
1461,12245.0,211
1462,12271.0,599
1463,12275.0,185
1464,12289.0,1015
